latitude,longitude,depth,SampleID,Location_Code,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium,Cochlodinium,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton
36.958,-122.017,NaN,WW013013SC,HAB_SCW,2013-01-30T16:00:00Z,10.5,NaN,NaN,25,1.2,1.2,1.2,NaN,NaN,NaN,1.66,10.5,NaN,NaN,4.35,7.42,250,0.0,NaN,NaN,NaN,NaN,120.0,20.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW020613SC,HAB_SCW,2013-02-06T16:15:00Z,10.7,NaN,NaN,25,3.4,3.54,3.47,NaN,NaN,NaN,1.46,9.68,NaN,NaN,2.81,7.63,250,0.0,NaN,NaN,NaN,NaN,480.0,70.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW021313SC,HAB_SCW,2013-02-13T16:30:00Z,10.7,NaN,NaN,25,6.52,6.01,6.27,NaN,NaN,NaN,1.57,10.65,NaN,NaN,2.56,6.83,250,0.0,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW022013SC,HAB_SCW,2013-02-20T17:30:00Z,10.7,NaN,NaN,25,7.07,6.63,6.85,NaN,NaN,NaN,1.72,7.79,NaN,NaN,3.45,3.5,250,0.0,NaN,NaN,NaN,NaN,0.0,10.0,NaN,NaN,NaN,750.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW022713SC,HAB_SCW,2013-02-27T16:30:00Z,10.9,NaN,NaN,25,9.17,9.94,9.56,NaN,NaN,NaN,0.89,4.17,NaN,NaN,1.21,0.41,250,0.0,NaN,NaN,NaN,NaN,240.0,60.0,NaN,NaN,NaN,200.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW030613SC,HAB_SCW,2013-03-06T16:30:00Z,11.0,NaN,NaN,25,14.28,13.72,14.0,NaN,NaN,NaN,0.97,4.21,NaN,NaN,1.02,0.91,250,0.0,NaN,NaN,NaN,NaN,0.0,20.0,NaN,NaN,NaN,1000.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW031313SC,HAB_SCW,2013-03-13T16:00:00Z,11.9,NaN,NaN,25,2.7,2.94,2.82,NaN,NaN,NaN,0.8,9.66,NaN,NaN,0.88,0.09,250,0.0,NaN,NaN,NaN,NaN,0.0,280.0,NaN,NaN,NaN,400.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW032013SC,HAB_SCW,2013-03-20T15:30:00Z,11.8,NaN,NaN,25,6.24,6.3,6.27,NaN,NaN,NaN,1.19,5.21,NaN,NaN,2.04,1.39,250,0.0,NaN,NaN,NaN,NaN,270.0,NaN,NaN,NaN,NaN,200.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW032713SC,HAB_SCW,2013-03-27T15:30:00Z,11.8,NaN,NaN,25,7.0,7.28,7.14,NaN,NaN,NaN,0.62,4.53,NaN,NaN,0.76,0.35,250,0.0,NaN,NaN,NaN,NaN,70.0,160.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW040313SC,HAB_SCW,2013-04-03T16:00:00Z,12.7,NaN,NaN,25,5.8,5.8,5.8,NaN,NaN,NaN,0.92,11.31,NaN,NaN,1.85,0.86,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW041013SC,HAB_SCW,2013-04-10T16:00:00Z,11.3,NaN,NaN,25,3.21,2.74,2.98,NaN,NaN,NaN,2.14,29.12,NaN,NaN,3.14,12.8,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW041713SC,HAB_SCW,2013-04-17T15:30:00Z,9.9,NaN,NaN,25,16.17,14.7,15.44,NaN,NaN,NaN,1.78,26.52,NaN,NaN,1.37,14.5,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,2350.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW042413SC,HAB_SCW,2013-04-24T15:30:00Z,12.3,NaN,NaN,25,10.08,9.03,9.56,NaN,NaN,NaN,0.52,2.39,NaN,NaN,0.93,1.03,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW050113SC,HAB_SCW,2013-05-01T15:15:00Z,13.0,NaN,NaN,25,16.8,15.47,16.14,NaN,NaN,NaN,0.39,1.8,NaN,NaN,0.92,0.87,250,0.01,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,350.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW050813SC,HAB_SCW,2013-05-08T17:30:00Z,13.2,NaN,NaN,25,13.93,14.28,14.11,NaN,NaN,NaN,0.79,8.94,NaN,NaN,1.4,6.2,250,0.0,NaN,NaN,NaN,NaN,0.0,90.0,NaN,NaN,NaN,2100.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW051513SC,HAB_SCW,2013-05-15T15:30:00Z,14.9,NaN,NaN,25,6.24,6.15,6.2,NaN,NaN,NaN,0.31,2.94,NaN,NaN,0.56,0.3,250,0.0,NaN,NaN,NaN,NaN,40.0,1790.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW052213SC,HAB_SCW,2013-05-22T16:30:00Z,11.3,NaN,NaN,25,10.43,10.71,10.57,NaN,NaN,NaN,1.39,24.26,NaN,NaN,4.03,16.89,250,0.0,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,1050.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW052913SC,HAB_SCW,2013-05-29T15:30:00Z,13.8,NaN,NaN,25,15.89,16.94,16.42,NaN,NaN,NaN,0.27,1.11,NaN,NaN,0.29,0.16,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW060513SC,HAB_SCW,2013-06-05T15:30:00Z,12.1,NaN,NaN,25,15.75,14.84,15.3,NaN,NaN,NaN,1.27,14.91,NaN,NaN,5.77,7.45,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,400.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW061213SC,HAB_SCW,2013-06-12T15:00:00Z,13.3,NaN,NaN,25,6.62,7.14,6.88,NaN,NaN,NaN,1.02,9.63,NaN,NaN,5.12,3.31,250,0.0,NaN,NaN,NaN,NaN,0.0,534.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW062613SC,HAB_SCW,2013-06-26T15:30:00Z,15.1,NaN,NaN,25,6.27,6.24,6.25,NaN,NaN,NaN,0.99,9.35,NaN,NaN,8.57,3.75,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW070313SC,HAB_SCW,2013-07-03T15:30:00Z,15.5,NaN,NaN,25,4.17,5.17,4.67,NaN,NaN,NaN,0.3,0.33,NaN,NaN,0.28,1.04,250,0.02,NaN,NaN,NaN,NaN,0.0,2110.0,NaN,NaN,NaN,350.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW071013SC,HAB_SCW,2013-07-10T15:30:00Z,15.5,NaN,NaN,25,2.93,3.58,3.26,NaN,NaN,NaN,0.27,0.96,NaN,NaN,0.29,0.49,250,0.0,NaN,NaN,NaN,NaN,0.0,1210.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW071713SC,HAB_SCW,2013-07-17T20:00:00Z,15.5,NaN,NaN,25,2.89,2.77,2.83,NaN,NaN,NaN,0.19,1.39,NaN,NaN,0.5,0.29,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW072413SC,HAB_SCW,2013-07-24T15:30:00Z,15.1,NaN,NaN,25,10.22,10.01,10.12,NaN,NaN,NaN,0.61,15.65,NaN,NaN,2.63,4.77,250,0.0,NaN,NaN,NaN,NaN,0.0,740.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW073113SC,HAB_SCW,2013-07-31T15:15:00Z,14.1,NaN,NaN,25,13.23,12.95,13.09,NaN,NaN,NaN,0.62,28.81,NaN,NaN,2.16,3.95,250,0.0,NaN,NaN,NaN,NaN,0.0,560.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW080713SC,HAB_SCW,2013-08-07T14:30:00Z,14.0,NaN,NaN,25,4.94,5.12,5.03,NaN,NaN,NaN,1.13,16.3,NaN,NaN,4.85,5.76,250,0.0,NaN,NaN,NaN,NaN,0.0,60.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW081413SC,HAB_SCW,2013-08-14T15:30:00Z,15.5,NaN,NaN,25,3.96,3.86,3.91,NaN,NaN,NaN,0.54,2.59,NaN,NaN,1.71,1.31,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW082113SC,HAB_SCW,2013-08-21T15:15:00Z,14.8,NaN,NaN,25,19.04,18.41,18.73,NaN,NaN,NaN,0.32,1.29,NaN,NaN,0.28,0.44,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW082813SC,HAB_SCW,2013-08-28T15:30:00Z,16.2,NaN,NaN,25,1.88,1.72,1.8,NaN,NaN,NaN,0.43,1.28,NaN,NaN,0.71,0.51,250,0.0,NaN,NaN,NaN,NaN,0.0,40.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW090413SC,HAB_SCW,2013-09-04T15:30:00Z,17.6,NaN,NaN,25,5.73,5.72,5.73,NaN,NaN,NaN,0.47,3.37,NaN,NaN,7.09,0.74,250,0.0,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW091113SC,HAB_SCW,2013-09-11T16:00:00Z,15.4,NaN,NaN,25,19.81,20.09,19.95,NaN,NaN,NaN,1.07,9.37,NaN,NaN,8.48,5.09,250,0.0,NaN,NaN,NaN,NaN,2080.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW091813SC,HAB_SCW,2013-09-18T15:30:00Z,14.9,NaN,NaN,25,9.45,9.73,9.59,NaN,NaN,NaN,0.66,8.39,NaN,NaN,2.77,5.36,250,0.0,NaN,NaN,NaN,NaN,180.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW092513SC,HAB_SCW,2013-09-25T16:00:00Z,14.6,NaN,NaN,25,5.32,4.99,5.15,NaN,NaN,NaN,1.19,26.02,NaN,NaN,4.23,9.82,250,0.0,NaN,NaN,NaN,NaN,100.0,60.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW100213SC,HAB_SCW,2013-10-02T15:45:00Z,13.8,NaN,NaN,25,7.66,7.73,7.69,NaN,NaN,NaN,0.96,22.36,NaN,NaN,2.08,8.04,250,0.0,NaN,NaN,NaN,NaN,2100.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW100913SC,HAB_SCW,2013-10-09T15:45:00Z,13.8,NaN,NaN,25,49.86,46.03,47.95,NaN,NaN,NaN,0.57,24.61,NaN,NaN,0.31,0.94,250,0.0,NaN,NaN,NaN,NaN,3713.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW101613SC,HAB_SCW,2013-10-16T16:15:00Z,13.2,NaN,NaN,25,2.84,2.8,2.82,NaN,NaN,NaN,2.28,23.91,NaN,NaN,11.38,5.61,250,0.0,NaN,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW102313SC,HAB_SCW,2013-10-23T15:45:00Z,12.8,NaN,NaN,25,7.59,7.66,7.63,NaN,NaN,NaN,1.89,20.76,NaN,NaN,9.87,6.09,250,0.0,NaN,NaN,NaN,NaN,0.0,180.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW102913SC,HAB_SCW,2013-10-29T15:15:00Z,12.1,NaN,NaN,25,1.35,1.33,1.34,NaN,NaN,NaN,1.64,13.67,NaN,NaN,10.36,12.21,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW110613SC,HAB_SCW,2013-11-06T16:00:00Z,12.4,NaN,NaN,25,2.47,2.35,2.41,NaN,NaN,NaN,1.96,26.44,NaN,NaN,8.54,8.66,250,0.0,NaN,NaN,NaN,NaN,20.0,0.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW111313SC,HAB_SCW,2013-11-13T16:15:00Z,12.9,NaN,NaN,25,4.74,4.5,4.62,NaN,NaN,NaN,1.48,19.4,NaN,NaN,6.29,7.21,250,0.0,NaN,NaN,NaN,NaN,1520.0,300.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW112713SC,HAB_SCW,2013-11-27T16:20:00Z,11.5,NaN,NaN,25,1.49,1.47,1.48,NaN,NaN,NaN,1.79,18.46,NaN,NaN,10.59,7.93,250,0.0,NaN,NaN,NaN,NaN,690.0,110.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW120413SC,HAB_SCW,2013-12-04T16:15:00Z,11.4,NaN,NaN,25,1.83,1.96,1.9,NaN,NaN,NaN,1.54,18.04,NaN,NaN,9.12,7.91,250,0.0,NaN,NaN,NaN,NaN,1820.0,1100.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW121113SC,HAB_SCW,2013-12-11T17:25:00Z,11.1,NaN,NaN,25,0.88,0.9,0.89,NaN,NaN,NaN,1.55,18.69,NaN,NaN,5.6,12.57,250,0.0,NaN,NaN,NaN,NaN,30.0,20.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW121813SC,HAB_SCW,2013-12-18T17:00:00Z,10.7,NaN,NaN,25,2.56,2.77,2.66,NaN,NaN,NaN,1.41,19.51,NaN,NaN,3.52,12.24,250,0.0,NaN,NaN,NaN,NaN,30.0,180.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW010814SC,HAB_SCW,2014-01-08T16:45:00Z,11.4,NaN,NaN,25,1.95,1.85,1.9,NaN,NaN,NaN,1.44,15.73,NaN,NaN,5.56,8.85,250,0.0,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW011514SC,HAB_SCW,2014-01-15T16:20:00Z,11.4,NaN,NaN,25,1.76,1.58,1.67,NaN,NaN,NaN,1.11,13.84,NaN,NaN,4.26,7.58,250,0.0,NaN,NaN,NaN,NaN,0.0,50.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW012214SC,HAB_SCW,2014-01-22T15:50:00Z,10.5,NaN,NaN,25,1.79,1.95,1.87,NaN,NaN,NaN,1.3,15.35,NaN,NaN,4.82,6.96,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW012914SC,HAB_SCW,2014-01-29T16:25:00Z,13.2,NaN,NaN,25,0.91,1.31,1.11,NaN,NaN,NaN,1.15,12.56,NaN,NaN,6.05,6.2,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW020514SC,HAB_SCW,2014-02-05T16:00:00Z,10.6,NaN,NaN,25,1.56,1.41,1.48,NaN,NaN,NaN,1.31,16.25,NaN,NaN,9.38,5.24,250,0.0,NaN,NaN,NaN,NaN,0.0,90.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW021214SC,HAB_SCW,2014-02-12T15:45:00Z,11.9,NaN,NaN,25,1.33,1.24,1.29,NaN,NaN,NaN,1.03,15.21,NaN,NaN,6.1,5.59,250,0.0,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW021914SC,HAB_SCW,2014-02-19T15:35:00Z,12.5,NaN,NaN,25,3.8,3.53,3.66,NaN,NaN,NaN,1.02,13.17,NaN,NaN,5.2,5.06,250,0.1,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW022614SC,HAB_SCW,2014-02-26T15:40:00Z,12.4,NaN,NaN,25,2.16,1.98,2.07,NaN,NaN,NaN,0.97,9.97,NaN,NaN,4.11,4.03,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW030614SC,HAB_SCW,2014-03-06T15:30:00Z,12.2,NaN,NaN,25,2.21,2.34,2.27,NaN,NaN,NaN,1.05,16.77,NaN,NaN,5.88,7.32,250,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,550.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW031214SC,HAB_SCW,2014-03-12T14:40:00Z,12.4,NaN,NaN,25,2.71,2.95,2.83,NaN,NaN,NaN,0.55,8.84,NaN,NaN,4.52,2.87,250,0.09,NaN,NaN,NaN,NaN,0.0,510.0,NaN,NaN,NaN,14500.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW031914SC,HAB_SCW,2014-03-19T15:10:00Z,12.1,NaN,NaN,25,3.02,3.0,3.01,NaN,NaN,NaN,0.54,10.55,NaN,NaN,2.49,2.35,250,0.14,NaN,NaN,NaN,NaN,0.0,820.0,NaN,NaN,NaN,7300.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW032614SC,HAB_SCW,2014-03-26T15:00:00Z,12.7,NaN,NaN,25,5.69,5.52,5.6,NaN,NaN,NaN,0.73,11.06,NaN,NaN,4.42,4.77,250,1.68,NaN,NaN,NaN,NaN,0.0,10.0,NaN,NaN,NaN,135850.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW040314SC,HAB_SCW,2014-04-03T13:00:00Z,12.1,NaN,NaN,25,5.93,5.76,5.84,NaN,NaN,NaN,0.44,6.1,NaN,NaN,3.28,0.81,250,0.8,NaN,NaN,NaN,NaN,0.0,210.0,NaN,NaN,NaN,248800.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW040914SC,HAB_SCW,2014-04-09T15:30:00Z,15.7,NaN,NaN,25,2.41,2.43,2.42,NaN,NaN,NaN,0.3,7.51,NaN,NaN,3.05,0.49,250,0.67,NaN,NaN,NaN,NaN,0.0,690.0,NaN,NaN,NaN,61850.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW041614SC,HAB_SCW,2014-04-16T14:30:00Z,14.7,NaN,NaN,25,5.87,5.6,5.74,NaN,NaN,NaN,0.4,6.02,NaN,NaN,1.66,1.05,250,0.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW042314SC,HAB_SCW,2014-04-23T14:30:00Z,9.7,NaN,NaN,25,4.26,4.22,4.24,NaN,NaN,NaN,1.76,30.95,NaN,NaN,4.09,22.5,250,0.09,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,2750.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW043014SC,HAB_SCW,2014-04-30T14:30:00Z,13.0,NaN,NaN,25,13.17,11.83,12.5,NaN,NaN,NaN,0.69,4.91,NaN,NaN,2.52,2.07,250,1.23,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,174500.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW050714SC,HAB_SCW,2014-05-07T15:30:00Z,10.3,NaN,NaN,25,7.39,8.2,7.8,NaN,NaN,NaN,0.89,16.68,NaN,NaN,1.93,11.77,250,5.55,NaN,NaN,NaN,NaN,20.0,NaN,NaN,NaN,NaN,170050.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW051414SC,HAB_SCW,2014-05-14T15:45:00Z,14.6,NaN,NaN,25,6.28,5.87,6.08,NaN,NaN,NaN,0.19,4.07,NaN,NaN,1.19,0.63,250,3.44,NaN,NaN,NaN,NaN,60.0,NaN,NaN,NaN,NaN,170850.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW052114SC,HAB_SCW,2014-05-21T15:50:00Z,12.8,NaN,NaN,25,4.04,4.29,4.17,NaN,NaN,NaN,1.1,18.99,NaN,NaN,4.94,11.35,250,0.15,NaN,NaN,NaN,NaN,350.0,490.0,NaN,NaN,NaN,47600.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW052814SC,HAB_SCW,2014-05-28T15:35:00Z,14.3,NaN,NaN,25,5.13,4.6,4.87,NaN,NaN,NaN,0.15,2.47,NaN,NaN,0.44,0.02,250,0.59,NaN,NaN,NaN,NaN,230.0,NaN,NaN,NaN,NaN,26750.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW060414SC,HAB_SCW,2014-06-04T15:15:00Z,14.0,NaN,NaN,25,3.29,3.45,3.37,NaN,NaN,NaN,0.23,3.32,NaN,NaN,1.29,0.48,250,16.22,NaN,NaN,NaN,NaN,190.0,730.0,NaN,NaN,NaN,23150.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW061114SC,HAB_SCW,2014-06-11T15:50:00Z,14.3,NaN,NaN,25,9.0,8.6,8.8,NaN,NaN,NaN,0.5,8.04,NaN,NaN,2.81,0.53,250,0.0,NaN,NaN,NaN,NaN,760.0,5200.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW061814SC,HAB_SCW,2014-06-18T16:20:00Z,14.9,NaN,NaN,25,8.0,7.86,7.93,NaN,NaN,NaN,0.24,4.31,NaN,NaN,0.89,1.04,250,0.02,NaN,NaN,NaN,NaN,20.0,150.0,NaN,NaN,NaN,1800.0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,NaN,WW062514SC,HAB_SCW,2014-06-25T16:20:00Z,16.7,NaN,NaN,25,8.06,8.53,8.3,NaN,NaN,NaN,0.03,1.2,NaN,NaN,0.49,0.08,250,0.0,NaN,NaN,NaN,NaN,180.0,400.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
